PERMNO,date,TICKER,COMNAM,vwretd,ewretd
16109,12/24/28,,POSTUM INC,0.0086,0.007587
16109,12/26/28,,POSTUM INC,-0.003042,-0.002001
16109,12/27/28,,POSTUM INC,0.006603,0.00321
16109,12/28/28,,POSTUM INC,0.01344,0.010294
16109,12/29/28,,POSTUM INC,0.002108,0.00316
16109,12/31/28,,POSTUM INC,0.013713,0.014249
16109,1/2/29,,POSTUM INC,0.015499,0.017334
16109,1/3/29,,POSTUM INC,0.001776,0.001598
16109,1/4/29,,POSTUM INC,0.000488,0.001034
16109,1/5/29,,POSTUM INC,-0.008781,-0.003975
16109,1/7/29,,POSTUM INC,-0.012838,-0.013876
16109,1/8/29,,POSTUM INC,-0.002283,-0.001446
16109,1/9/29,,POSTUM INC,0.012226,0.013511
16109,1/10/29,,POSTUM INC,0.002821,0.00441
16109,1/11/29,,POSTUM INC,-0.000647,0.001779
16109,1/12/29,,POSTUM INC,-0.002531,0.000235
16109,1/14/29,,POSTUM INC,0.003086,0.005405
16109,1/15/29,,POSTUM INC,-0.010058,-0.009803
16109,1/16/29,,POSTUM INC,0.009653,0.007587
16109,1/17/29,,POSTUM INC,0.007179,0.005599
16109,1/18/29,,POSTUM INC,0.002064,0.002268
16109,1/19/29,,POSTUM INC,0.002016,0.00254
16109,1/21/29,,POSTUM INC,0.001782,0.000774
16109,1/22/29,,POSTUM INC,0.006747,0.00104
16109,1/23/29,,POSTUM INC,0.005664,-0.000351
16109,1/24/29,,POSTUM INC,-0.00794,-0.007504
16109,1/25/29,,POSTUM INC,0.011631,0.005528
16109,1/26/29,,POSTUM INC,0.003195,0.001169
16109,1/28/29,,POSTUM INC,-0.003334,-0.001315
16109,1/29/29,,POSTUM INC,-0.001754,-0.003888
16109,1/30/29,,POSTUM INC,0.003056,-0.000413
16109,1/31/29,,POSTUM INC,0.013864,0.010995
16109,2/1/29,,POSTUM INC,0.006132,0.006975
16109,2/2/29,,POSTUM INC,0.000114,0.003265
16109,2/4/29,,POSTUM INC,-0.004495,0.002682
16109,2/5/29,,POSTUM INC,0.002352,0.002998
16109,2/6/29,,POSTUM INC,-0.008406,-0.006919
16109,2/7/29,,POSTUM INC,-0.029683,-0.027972
16109,2/8/29,,POSTUM INC,-0.009921,-0.011594
16109,2/11/29,,POSTUM INC,0.022852,0.019445
16109,2/13/29,,POSTUM INC,0.000893,0.003549
16109,2/14/29,,POSTUM INC,-0.005903,-0.007434
16109,2/15/29,,POSTUM INC,-0.016381,-0.013923
16109,2/16/29,,POSTUM INC,-0.013859,-0.016291
16109,2/18/29,,POSTUM INC,0.011507,0.008298
16109,2/19/29,,POSTUM INC,0.002224,0.008962
16109,2/20/29,,POSTUM INC,0.008836,0.009436
16109,2/21/29,,POSTUM INC,0.007876,0.005875
16109,2/25/29,,POSTUM INC,0.002598,0.003151
16109,2/26/29,,POSTUM INC,0.003955,0.004011
16109,2/27/29,,POSTUM INC,0.010568,0.009032
16109,2/28/29,,POSTUM INC,0.010269,0.008284
16109,3/1/29,,POSTUM INC,0.010819,0.00924
16109,3/2/29,,POSTUM INC,-0.002674,-0.002032
16109,3/4/29,,POSTUM INC,-0.009513,-0.00877
16109,3/5/29,,POSTUM INC,-0.006544,-0.006179
16109,3/6/29,,POSTUM INC,-0.015541,-0.017989
16109,3/7/29,,POSTUM INC,0.007766,0.005442
16109,3/8/29,,POSTUM INC,0.005734,0.005333
16109,3/9/29,,POSTUM INC,-0.000029,0.00133
16109,3/11/29,,POSTUM INC,-0.012946,-0.009004
16109,3/12/29,,POSTUM INC,0.002243,-0.000942
16109,3/13/29,,POSTUM INC,0.009913,0.007773
16109,3/14/29,,POSTUM INC,0.015554,0.011538
16109,3/15/29,,POSTUM INC,0.010539,0.008105
16109,3/16/29,,POSTUM INC,0.002649,0.003381
16109,3/18/29,,POSTUM INC,-0.004238,-0.002056
16109,3/19/29,,POSTUM INC,0.000304,-0.00024
16109,3/20/29,,POSTUM INC,0.000273,-0.001536
16109,3/21/29,,POSTUM INC,-0.00474,-0.004388
16109,3/22/29,,POSTUM INC,-0.011986,-0.011051
16109,3/23/29,,POSTUM INC,-0.009762,-0.008878
16109,3/25/29,,POSTUM INC,-0.030885,-0.033693
16109,3/26/29,,POSTUM INC,-0.012648,-0.028747
16109,3/27/29,,POSTUM INC,0.03307,0.036076
16109,3/28/29,,POSTUM INC,0.017354,0.021616
16109,4/1/29,,POSTUM INC,-0.022689,-0.019674
16109,4/2/29,,POSTUM INC,0.012023,0.011665
16109,4/3/29,,POSTUM INC,-0.010741,-0.005417
16109,4/4/29,,POSTUM INC,0.012006,0.009104
16109,4/5/29,,POSTUM INC,-0.007356,-0.003716
16109,4/6/29,,POSTUM INC,0.001352,0.001115
16109,4/8/29,,POSTUM INC,-0.009243,-0.005037
16109,4/9/29,,POSTUM INC,-0.008846,-0.013725
16109,4/10/29,,POSTUM INC,0.004956,0.002708
16109,4/11/29,,POSTUM INC,0.010696,0.009807
16109,4/12/29,,POSTUM INC,0.006114,0.009644
16109,4/13/29,,POSTUM INC,0.000001,0.002353
16109,4/15/29,,POSTUM INC,-0.005604,-0.001219
16109,4/16/29,,POSTUM INC,0.000649,-0.001318
16109,4/17/29,,POSTUM INC,0.010084,0.007842
16109,4/18/29,,POSTUM INC,0.00401,0.00515
16109,4/19/29,,POSTUM INC,-0.000382,-0.000117
16109,4/20/29,,POSTUM INC,0.00209,-0.001997
16109,4/22/29,,POSTUM INC,0.008744,0.005809
16109,4/23/29,,POSTUM INC,0.004593,0.003618
16109,4/24/29,,POSTUM INC,-0.002513,-0.001181
16109,4/25/29,,POSTUM INC,-0.005871,-0.006355
16109,4/26/29,,POSTUM INC,-0.00072,-0.002151
16109,4/27/29,,POSTUM INC,0.005577,0.006857
16109,4/29/29,,POSTUM INC,-0.00512,-0.004653
16109,4/30/29,,POSTUM INC,0.016551,0.012051
16109,5/1/29,,POSTUM INC,0.001561,0.002743
16109,5/2/29,,POSTUM INC,0.001777,0.002967
16109,5/3/29,,POSTUM INC,0.007686,0.005298
16109,5/4/29,,POSTUM INC,0.003235,0.001057
16109,5/6/29,,POSTUM INC,-0.005328,-0.005926
16109,5/7/29,,POSTUM INC,-0.006598,-0.003209
16109,5/8/29,,POSTUM INC,0.00123,0.000773
16109,5/9/29,,POSTUM INC,-0.005642,-0.005859
16109,5/10/29,,POSTUM INC,0.011816,0.009024
16109,5/11/29,,POSTUM INC,-0.00309,-0.000168
16109,5/13/29,,POSTUM INC,-0.021362,-0.02046
16109,5/14/29,,POSTUM INC,0.009017,0.002154
16109,5/15/29,,POSTUM INC,-0.003136,-0.001222
16109,5/16/29,,POSTUM INC,0.001228,-0.001972
16109,5/17/29,,POSTUM INC,0.004982,0.006548
16109,5/18/29,,POSTUM INC,-0.00163,-0.003087
16109,5/20/29,,POSTUM INC,-0.019577,-0.01202
16109,5/21/29,,POSTUM INC,0.00082,-0.009649
16109,5/22/29,,POSTUM INC,-0.031723,-0.027632
16109,5/23/29,,POSTUM INC,0.015584,0.004828
16109,5/24/29,,POSTUM INC,-0.004595,0.001782
16109,5/25/29,,POSTUM INC,-0.003587,-0.005084
16109,5/27/29,,POSTUM INC,-0.032055,-0.034641
16109,5/28/29,,POSTUM INC,0.011319,0.000186
16109,5/29/29,,POSTUM INC,0.001251,0.002051
16109,5/31/29,,POSTUM INC,0.00596,0.0009
16109,6/1/29,,POSTUM INC,0.006239,0.009092
16109,6/3/29,,POSTUM INC,0.012999,0.014578
16109,6/4/29,,POSTUM INC,0.014215,0.015051
16109,6/5/29,,POSTUM INC,-0.00269,-0.000574
16109,6/6/29,,POSTUM INC,0.002763,0.003804
16109,6/7/29,,POSTUM INC,-0.004461,-0.004345
16109,6/8/29,,POSTUM INC,-0.003296,-0.002133
16109,6/10/29,,POSTUM INC,-0.005097,-0.004686
16109,6/11/29,,POSTUM INC,0.004182,0.001288
16109,6/12/29,,POSTUM INC,0.000241,0.001497
16109,6/13/29,,POSTUM INC,0.012566,0.007289
16109,6/14/29,,POSTUM INC,0.003406,0.004624
16109,6/15/29,,POSTUM INC,0.003338,0.003171
16109,6/17/29,,POSTUM INC,0.012277,0.00648
16109,6/18/29,,POSTUM INC,0.001674,0.001471
16109,6/19/29,,POSTUM INC,-0.006128,-0.00353
16109,6/20/29,,POSTUM INC,0.004343,0.00168
16109,6/21/29,,POSTUM INC,0.006929,0.003844
16109,6/22/29,,POSTUM INC,0.003483,0.005903
16109,6/24/29,,POSTUM INC,-0.001991,-0.001116
16109,6/25/29,,POSTUM INC,0.008096,0.002082
16109,6/26/29,,POSTUM INC,0.005827,0.004269
16109,6/27/29,,POSTUM INC,0.000593,-0.001328
16109,6/28/29,,POSTUM INC,0.009239,0.003122
16109,6/29/29,,POSTUM INC,0.008465,0.004832
16109,7/1/29,,POSTUM INC,0.003824,0.001279
16109,7/2/29,,POSTUM INC,0.011225,0.006888
16109,7/3/29,,POSTUM INC,0.003173,0.001703
16109,7/5/29,,POSTUM INC,0.004913,0.004691
16109,7/6/29,,POSTUM INC,0.001812,0.002441
16109,7/8/29,,POSTUM INC,0.000469,0.00408
16109,7/9/29,,POSTUM INC,0.00108,0.001926
16109,7/10/29,,POSTUM INC,-0.003102,-0.000301
16109,7/11/29,,POSTUM INC,0.002558,0.000091
16109,7/12/29,,POSTUM INC,0.009241,0.003728
16109,7/13/29,,POSTUM INC,0.0043,0.004253
16109,7/15/29,,POSTUM INC,-0.004456,-0.002679
16109,7/16/29,,POSTUM INC,0.004613,0.00171
16109,7/17/29,,POSTUM INC,0.002928,0.003335
16109,7/18/29,,POSTUM INC,-0.001134,-0.001159
16109,7/19/29,,POSTUM INC,0.00331,-0.000132
16109,7/20/29,,POSTUM INC,0.001577,0.001713
16109,7/22/29,,POSTUM INC,-0.011482,-0.009337
16109,7/23/29,,POSTUM INC,0.010417,0.004658
16109,7/24/29,,GENERAL FOODS CORP,-0.005148,-0.006039
16109,7/25/29,,GENERAL FOODS CORP,0.005258,-0.000632
16109,7/26/29,,GENERAL FOODS CORP,-0.004056,-0.002341
16109,7/27/29,,GENERAL FOODS CORP,-0.004225,-0.001998
16109,7/29/29,,GENERAL FOODS CORP,-0.01146,-0.00864
16109,7/30/29,,GENERAL FOODS CORP,0.009127,0.008009
16109,7/31/29,,GENERAL FOODS CORP,0.01084,0.007866
16109,8/1/29,,GENERAL FOODS CORP,0.008133,0.005196
16109,8/2/29,,GENERAL FOODS CORP,0.009072,-0.00276
16109,8/3/29,,GENERAL FOODS CORP,0.005843,0.003009
16109,8/5/29,,GENERAL FOODS CORP,-0.006064,-0.004841
16109,8/6/29,,GENERAL FOODS CORP,-0.004402,-0.000935
16109,8/7/29,,GENERAL FOODS CORP,-0.010026,-0.007843
16109,8/8/29,,GENERAL FOODS CORP,0.009281,0.003667
16109,8/9/29,,GENERAL FOODS CORP,-0.035943,-0.031236
16109,8/10/29,,GENERAL FOODS CORP,0.016319,0.011934
16109,8/12/29,,GENERAL FOODS CORP,0.014823,0.01381
16109,8/13/29,,GENERAL FOODS CORP,0.00687,0.001266
16109,8/14/29,,GENERAL FOODS CORP,0.001395,-0.000127
16109,8/15/29,,GENERAL FOODS CORP,0.003104,0.002844
16109,8/16/29,,GENERAL FOODS CORP,0.017863,0.01318
16109,8/17/29,,GENERAL FOODS CORP,0.002718,0.002812
16109,8/19/29,,GENERAL FOODS CORP,0.005004,0.002188
16109,8/20/29,,GENERAL FOODS CORP,0.003405,0.00206
16109,8/21/29,,GENERAL FOODS CORP,-0.003643,-0.002291
16109,8/22/29,,GENERAL FOODS CORP,0.008423,0.002885
16109,8/23/29,,GENERAL FOODS CORP,0.00937,0.001921
16109,8/24/29,,GENERAL FOODS CORP,0.002388,0.001141
16109,8/26/29,,GENERAL FOODS CORP,-0.000158,0.000835
16109,8/27/29,,GENERAL FOODS CORP,-0.00074,0.000901
16109,8/28/29,,GENERAL FOODS CORP,-0.000026,0.001516
16109,8/29/29,,GENERAL FOODS CORP,0.00843,0.006206
16109,8/30/29,,GENERAL FOODS CORP,0.010855,0.007218
16109,9/3/29,,GENERAL FOODS CORP,0.00374,0.001933
16109,9/4/29,,GENERAL FOODS CORP,-0.005349,-0.006046
16109,9/5/29,,GENERAL FOODS CORP,-0.018895,-0.011251
16109,9/6/29,,GENERAL FOODS CORP,0.020616,0.011689
16109,9/7/29,,GENERAL FOODS CORP,0.00328,0.003039
16109,9/9/29,,GENERAL FOODS CORP,-0.005819,-0.003441
16109,9/10/29,,GENERAL FOODS CORP,-0.017014,-0.007402
16109,9/11/29,,GENERAL FOODS CORP,0.01219,0.005867
16109,9/12/29,,GENERAL FOODS CORP,-0.009747,-0.004396
16109,9/13/29,,GENERAL FOODS CORP,0.002631,0.001828
16109,9/14/29,,GENERAL FOODS CORP,0.002807,0.003233
16109,9/16/29,,GENERAL FOODS CORP,0.010157,0.006658
16109,9/17/29,,GENERAL FOODS CORP,-0.006089,-0.002494
16109,9/18/29,,GENERAL FOODS CORP,0.004555,0.001403
16109,9/19/29,,GENERAL FOODS CORP,0.000723,-0.000132
16109,9/20/29,,GENERAL FOODS CORP,-0.008555,-0.006122
16109,9/21/29,,GENERAL FOODS CORP,-0.000935,0.000058
16109,9/23/29,,GENERAL FOODS CORP,-0.002622,-0.006141
16109,9/24/29,,GENERAL FOODS CORP,-0.014938,-0.008614
16109,9/25/29,,GENERAL FOODS CORP,-0.001575,-0.006414
16109,9/26/29,,GENERAL FOODS CORP,0.009906,0.008498
16109,9/27/29,,GENERAL FOODS CORP,-0.024407,-0.01777
16109,9/28/29,,GENERAL FOODS CORP,0.00338,0.002195
16109,9/30/29,,GENERAL FOODS CORP,-0.007834,-0.003595
16109,10/1/29,,GENERAL FOODS CORP,-0.006815,-0.010345
16109,10/2/29,,GENERAL FOODS CORP,0.007485,0.008409
16109,10/3/29,,GENERAL FOODS CORP,-0.036509,-0.028159
16109,10/4/29,,GENERAL FOODS CORP,-0.012533,-0.021872
16109,10/5/29,,GENERAL FOODS CORP,0.03916,0.031233
16109,10/7/29,,GENERAL FOODS CORP,0.017689,0.022791
16109,10/8/29,,GENERAL FOODS CORP,-0.000039,0.006164
16109,10/9/29,,GENERAL FOODS CORP,-0.001796,-0.003897
16109,10/10/29,,GENERAL FOODS CORP,0.014112,0.009435
16109,10/11/29,,GENERAL FOODS CORP,-0.001345,0.002561
16109,10/14/29,,GENERAL FOODS CORP,-0.004967,-0.002545
16109,10/15/29,,GENERAL FOODS CORP,-0.006746,-0.002124
16109,10/16/29,,GENERAL FOODS CORP,-0.030155,-0.020948
16109,10/17/29,,GENERAL FOODS CORP,0.010326,-0.001352
16109,10/18/29,,GENERAL FOODS CORP,-0.022871,-0.010741
16109,10/19/29,,GENERAL FOODS CORP,-0.027699,-0.024665
16109,10/21/29,,GENERAL FOODS CORP,-0.013333,-0.024198
16109,10/22/29,,GENERAL FOODS CORP,0.020043,0.020923
16109,10/23/29,,GENERAL FOODS CORP,-0.056369,-0.050345
16109,10/24/29,,GENERAL FOODS CORP,-0.038376,-0.059702
16109,10/25/29,,GENERAL FOODS CORP,0.015773,0.023539
16109,10/26/29,,GENERAL FOODS CORP,-0.003152,0.009208
16109,10/28/29,,GENERAL FOODS CORP,-0.113022,-0.095202
16109,10/29/29,,GENERAL FOODS CORP,-0.119539,-0.134856
16109,10/30/29,,GENERAL FOODS CORP,0.122155,0.125714
16109,10/31/29,,GENERAL FOODS CORP,0.060861,0.095105
16109,11/4/29,,GENERAL FOODS CORP,-0.042643,-0.013636
16109,11/6/29,,GENERAL FOODS CORP,-0.09702,-0.083819
16109,11/7/29,,GENERAL FOODS CORP,0.022295,-0.009708
16109,11/8/29,,GENERAL FOODS CORP,-0.000044,0.025496
16109,11/11/29,,GENERAL FOODS CORP,-0.055455,-0.043023
16109,11/12/29,,GENERAL FOODS CORP,-0.058916,-0.071084
16109,11/13/29,,GENERAL FOODS CORP,-0.055768,-0.070399
16109,11/14/29,,GENERAL FOODS CORP,0.078927,0.077631
16109,11/15/29,,GENERAL FOODS CORP,0.06164,0.085196
16109,11/18/29,,GENERAL FOODS CORP,-0.011641,0.003029
16109,11/19/29,,GENERAL FOODS CORP,0.026009,0.01894
16109,11/20/29,,GENERAL FOODS CORP,0.024304,0.024656
16109,11/21/29,,GENERAL FOODS CORP,0.021483,0.01637
16109,11/22/29,,GENERAL FOODS CORP,-0.004543,0.004861
16109,11/25/29,,GENERAL FOODS CORP,-0.011112,-0.008858
16109,11/26/29,,GENERAL FOODS CORP,-0.022456,-0.020264
16109,11/27/29,,GENERAL FOODS CORP,0.010248,0.003982
16109,12/2/29,,GENERAL FOODS CORP,0.000378,0.001595
16109,12/3/29,,GENERAL FOODS CORP,0.027641,0.023087
16109,12/4/29,,GENERAL FOODS CORP,0.018291,0.018962
16109,12/5/29,,GENERAL FOODS CORP,-0.003984,0.001157
16109,12/6/29,,GENERAL FOODS CORP,0.020133,0.008237
16109,12/7/29,,GENERAL FOODS CORP,0.01082,0.012745
16109,12/9/29,,GENERAL FOODS CORP,-0.009318,0.000522
16109,12/10/29,,GENERAL FOODS CORP,0.003597,-0.001306
16109,12/11/29,,GENERAL FOODS CORP,-0.004998,-0.001728
16109,12/12/29,,GENERAL FOODS CORP,-0.04907,-0.036953
16109,12/13/29,,GENERAL FOODS CORP,0.019399,0.010566
16109,12/14/29,,GENERAL FOODS CORP,0.012211,0.012619
16109,12/16/29,,GENERAL FOODS CORP,-0.023548,-0.014042
16109,12/17/29,,GENERAL FOODS CORP,0.006089,-0.001941
16109,12/18/29,,GENERAL FOODS CORP,-0.005207,-0.004234
16109,12/19/29,,GENERAL FOODS CORP,-0.02391,-0.028946
16109,12/20/29,,GENERAL FOODS CORP,-0.032194,-0.039801
16109,12/21/29,,GENERAL FOODS CORP,0.016122,0.016724
16109,12/23/29,,GENERAL FOODS CORP,-0.013226,-0.015485
16109,12/24/29,,GENERAL FOODS CORP,0.004324,0.006946
16109,12/26/29,,GENERAL FOODS CORP,0.020939,0.012755
16109,12/27/29,,GENERAL FOODS CORP,-0.002322,-0.005003
16109,12/28/29,,GENERAL FOODS CORP,-0.007265,-0.008725
16109,12/30/29,,GENERAL FOODS CORP,0.007415,-0.007712
16109,12/31/29,,GENERAL FOODS CORP,0.027112,0.044671
16109,1/2/30,,GENERAL FOODS CORP,-0.009598,0.004319
16109,1/3/30,,GENERAL FOODS CORP,0.006026,0.008145
16109,1/4/30,,GENERAL FOODS CORP,0.00713,0.008653
16109,1/6/30,,GENERAL FOODS CORP,0.000404,0.008469
16109,1/7/30,,GENERAL FOODS CORP,-0.006666,-0.001671
16109,1/8/30,,GENERAL FOODS CORP,-0.000457,0.004987
16109,1/9/30,,GENERAL FOODS CORP,0.012818,0.00957
16109,1/10/30,,GENERAL FOODS CORP,-0.002125,0.002335
16109,1/11/30,,GENERAL FOODS CORP,-0.004752,-0.002248
16109,1/13/30,,GENERAL FOODS CORP,0.003024,0.002113
16109,1/14/30,,GENERAL FOODS CORP,0.001679,0.00481
16109,1/15/30,,GENERAL FOODS CORP,0.002282,0.000128
16109,1/16/30,,GENERAL FOODS CORP,-0.005937,-0.003188
16109,1/17/30,,GENERAL FOODS CORP,-0.0078,-0.007825
16109,1/18/30,,GENERAL FOODS CORP,0.00223,-0.000837
16109,1/20/30,,GENERAL FOODS CORP,0.002616,0.008455
16109,1/21/30,,GENERAL FOODS CORP,0.006109,0.008689
16109,1/22/30,,GENERAL FOODS CORP,0.001328,0.007073
16109,1/23/30,,GENERAL FOODS CORP,0.009504,0.012565
16109,1/24/30,,GENERAL FOODS CORP,0.006944,0.008375
16109,1/25/30,,GENERAL FOODS CORP,0.007176,0.010497
16109,1/27/30,,GENERAL FOODS CORP,0.003156,0.004064
16109,1/28/30,,GENERAL FOODS CORP,-0.005134,-0.002002
16109,1/29/30,,GENERAL FOODS CORP,0.010077,0.008794
16109,1/30/30,,GENERAL FOODS CORP,0.002478,0.001897
16109,1/31/30,,GENERAL FOODS CORP,0.013819,0.013654
16109,2/1/30,,GENERAL FOODS CORP,0.007838,0.004569
16109,2/3/30,,GENERAL FOODS CORP,-0.005726,-0.001104
16109,2/4/30,,GENERAL FOODS CORP,0.007795,0.007344
16109,2/5/30,,GENERAL FOODS CORP,0.010581,0.007218
16109,2/6/30,,GENERAL FOODS CORP,-0.00777,-0.002403
16109,2/7/30,,GENERAL FOODS CORP,-0.001741,-0.001625
16109,2/8/30,,GENERAL FOODS CORP,0.008536,0.005431
16109,2/10/30,,GENERAL FOODS CORP,-0.000754,0.000025
16109,2/11/30,,GENERAL FOODS CORP,0.005175,0.007514
16109,2/13/30,,GENERAL FOODS CORP,0.001716,0.00693
16109,2/14/30,,GENERAL FOODS CORP,0.000829,0.00023
16109,2/15/30,,GENERAL FOODS CORP,-0.00792,0.001547
16109,2/17/30,,GENERAL FOODS CORP,0.005661,0.003357
16109,2/18/30,,GENERAL FOODS CORP,0.00227,0.004469
16109,2/19/30,,GENERAL FOODS CORP,-0.006759,-0.00129
16109,2/20/30,,GENERAL FOODS CORP,-0.018881,-0.01831
16109,2/21/30,,GENERAL FOODS CORP,0.011382,0.010156
16109,2/24/30,,GENERAL FOODS CORP,-0.008827,-0.005835
16109,2/25/30,,GENERAL FOODS CORP,-0.000029,0.001298
16109,2/26/30,,GENERAL FOODS CORP,0.016105,0.011215
16109,2/27/30,,GENERAL FOODS CORP,0.002958,0.003469
16109,2/28/30,,GENERAL FOODS CORP,0.005634,0.007426
16109,3/1/30,,GENERAL FOODS CORP,0.00637,0.005904
16109,3/3/30,,GENERAL FOODS CORP,-0.001371,0.001
16109,3/4/30,,GENERAL FOODS CORP,0.005116,0.004498
16109,3/5/30,,GENERAL FOODS CORP,-0.006772,-0.004769
16109,3/6/30,,GENERAL FOODS CORP,0.008377,0.006273
16109,3/7/30,,GENERAL FOODS CORP,0.001235,0.002276
16109,3/8/30,,GENERAL FOODS CORP,0.001448,0.007143
16109,3/10/30,,GENERAL FOODS CORP,0.004413,0.006719
16109,3/11/30,,GENERAL FOODS CORP,0.001854,0.003758
16109,3/12/30,,GENERAL FOODS CORP,-0.008076,-0.004574
16109,3/13/30,,GENERAL FOODS CORP,0.00435,0.003427
16109,3/14/30,,GENERAL FOODS CORP,-0.006826,-0.000852
16109,3/15/30,,GENERAL FOODS CORP,-0.004577,-0.000481
16109,3/17/30,,GENERAL FOODS CORP,0.012839,0.00922
16109,3/18/30,,GENERAL FOODS CORP,0.009799,0.012583
16109,3/19/30,,GENERAL FOODS CORP,0.003779,0.004643
16109,3/20/30,,GENERAL FOODS CORP,0.005289,0.001193
16109,3/21/30,,GENERAL FOODS CORP,0.005646,0.00616
16109,3/22/30,,GENERAL FOODS CORP,-0.008402,-0.003894
16109,3/24/30,,GENERAL FOODS CORP,0.009737,0.015904
16109,3/25/30,,GENERAL FOODS CORP,0.000277,0.002207
16109,3/26/30,,GENERAL FOODS CORP,0.009928,0.004832
16109,3/27/30,,GENERAL FOODS CORP,-0.001635,0.002624
16109,3/28/30,,GENERAL FOODS CORP,0.008737,0.004573
16109,3/29/30,,GENERAL FOODS CORP,0.008332,0.01363
16109,3/31/30,,GENERAL FOODS CORP,0.003069,0.007326
16109,4/1/30,,GENERAL FOODS CORP,0.007509,0.005833
16109,4/2/30,,GENERAL FOODS CORP,-0.00966,-0.007079
16109,4/3/30,,GENERAL FOODS CORP,0.003016,0.000686
16109,4/4/30,,GENERAL FOODS CORP,0.010545,0.005928
16109,4/5/30,,GENERAL FOODS CORP,0.004955,0.000631
16109,4/7/30,,GENERAL FOODS CORP,-0.00021,0.003338
16109,4/8/30,,GENERAL FOODS CORP,-0.006294,-0.005879
16109,4/9/30,,GENERAL FOODS CORP,0.012792,0.009534
16109,4/10/30,,GENERAL FOODS CORP,0.000427,0.002276
